year,state,state_po,state_fips,democrat,dem_votes,republican,rep_votes,other_votes,total_votes,winning_party,electoral_votes_dem,electoral_votes_rep,total_electoral_votes,population,Latitude,Longitude
1976,ALABAMA,AL,1,"CARTER, JIMMY",659170,"FORD, GERALD",504070,19610,1182850,DEMOCRAT,9,0,9,3735.139,32.6010112,-86.6807365
1980,ALABAMA,AL,1,"CARTER, JIMMY",636730,"REAGAN, RONALD",654192,51007,1341929,REPUBLICAN,0,9,9,3900.368,32.6010112,-86.6807365
1984,ALABAMA,AL,1,"MONDALE, WALTER",551899,"REAGAN, RONALD",872849,16965,1441713,REPUBLICAN,0,9,9,3951.82,32.6010112,-86.6807365
1988,ALABAMA,AL,1,"DUKAKIS, MICHAEL",549506,"BUSH, GEORGE H.W.",815576,13394,1378476,REPUBLICAN,0,9,9,4023.844,32.6010112,-86.6807365
1992,ALABAMA,AL,1,"CLINTON, BILL",690080,"BUSH, GEORGE H.W.",804283,193697,1688060,REPUBLICAN,0,9,9,4139.269,32.6010112,-86.6807365
1996,ALABAMA,AL,1,"CLINTON, BILL",662165,"DOLE, ROBERT",769044,103140,1534349,REPUBLICAN,0,9,9,4290.403,32.6010112,-86.6807365
2000,ALABAMA,AL,1,"GORE, AL",692611,"BUSH, GEORGE W.",941173,32488,1666272,REPUBLICAN,0,9,9,4452.173,32.6010112,-86.6807365
2004,ALABAMA,AL,1,"KERRY, JOHN",693933,"BUSH, GEORGE W.",1176394,13088,1883415,REPUBLICAN,0,9,9,4530.729,32.6010112,-86.6807365
2008,ALABAMA,AL,1,"OBAMA, BARACK H.",813479,"MCCAIN, JOHN",1266546,19794,2099819,REPUBLICAN,0,9,9,4718.206,32.6010112,-86.6807365
2012,ALABAMA,AL,1,"OBAMA, BARACK H.",795696,"ROMNEY, MITT",1255925,22717,2074338,REPUBLICAN,0,9,9,4816.632,32.6010112,-86.6807365
2016,ALABAMA,AL,1,"CLINTON, HILLARY",729547,"TRUMP, DONALD J.",1318255,75570,2123372,REPUBLICAN,0,9,9,4866.824,32.6010112,-86.6807365
2020,ALABAMA,AL,1,"BIDEN, JOSEPH R. JR",849624,"TRUMP, DONALD J.",1441170,32488,2323282,REPUBLICAN,0,9,9,4921.532,32.6010112,-86.6807365
1976,ALASKA,AK,2,"CARTER, JIMMY",44058,"FORD, GERALD",71555,7961,123574,REPUBLICAN,0,3,3,400.969,61.3025006,-158.7750198
1980,ALASKA,AK,2,"CARTER, JIMMY",41842,"REAGAN, RONALD",86112,30491,158445,REPUBLICAN,0,3,3,405.315,61.3025006,-158.7750198
1984,ALASKA,AK,2,"MONDALE, WALTER",62007,"REAGAN, RONALD",138377,7221,207605,REPUBLICAN,0,3,3,513.702,61.3025006,-158.7750198
1988,ALASKA,AK,2,"DUKAKIS, MICHAEL",72584,"BUSH, GEORGE H.W.",119251,8281,200116,REPUBLICAN,0,3,3,541.983,61.3025006,-158.7750198
1992,ALASKA,AK,2,"CLINTON, BILL",78294,"BUSH, GEORGE H.W.",102000,78212,258506,REPUBLICAN,0,3,3,587.073,61.3025006,-158.7750198
1996,ALASKA,AK,2,"CLINTON, BILL",80380,"DOLE, ROBERT",122746,38494,241620,REPUBLICAN,0,3,3,604.918,61.3025006,-158.7750198
2000,ALASKA,AK,2,"GORE, AL",79004,"BUSH, GEORGE W.",167398,39158,285560,REPUBLICAN,0,3,3,627.963,61.3025006,-158.7750198
2004,ALASKA,AK,2,"KERRY, JOHN",111025,"BUSH, GEORGE W.",190889,10684,312598,REPUBLICAN,0,3,3,659.286,61.3025006,-158.7750198
2008,ALASKA,AK,2,"OBAMA, BARACK H.",123594,"MCCAIN, JOHN",193841,8762,326197,REPUBLICAN,0,3,3,687.455,61.3025006,-158.7750198
2012,ALASKA,AK,2,"OBAMA, BARACK H.",122640,"ROMNEY, MITT",164676,13179,300495,REPUBLICAN,0,3,3,730.81,61.3025006,-158.7750198
2016,ALASKA,AK,2,"CLINTON, HILLARY",116454,"TRUMP, DONALD J.",163387,38767,318608,REPUBLICAN,0,3,3,742.575,61.3025006,-158.7750198
2020,ALASKA,AK,2,"BIDEN, JOSEPH R. JR",153778,"TRUMP, DONALD J.",189951,15801,359530,REPUBLICAN,0,3,3,731.158,61.3025006,-158.7750198
1976,ARIZONA,AZ,4,"CARTER, JIMMY",295602,"FORD, GERALD",418642,28475,742719,REPUBLICAN,0,6,6,2346.157,34.1682185,-111.930907
1980,ARIZONA,AZ,4,"CARTER, JIMMY",246843,"REAGAN, RONALD",529688,97414,873945,REPUBLICAN,0,6,6,2737.774,34.1682185,-111.930907
1984,ARIZONA,AZ,4,"MONDALE, WALTER",333854,"REAGAN, RONALD",681416,10627,1025897,REPUBLICAN,0,7,7,3067.135,34.1682185,-111.930907
1988,ARIZONA,AZ,4,"DUKAKIS, MICHAEL",454029,"BUSH, GEORGE H.W.",702541,15303,1171873,REPUBLICAN,0,7,7,3535.183,34.1682185,-111.930907
1992,ARIZONA,AZ,4,"CLINTON, BILL",543050,"BUSH, GEORGE H.W.",572086,371839,1486975,REPUBLICAN,0,8,8,3867.333,34.1682185,-111.930907
1996,ARIZONA,AZ,4,"CLINTON, BILL",653288,"DOLE, ROBERT",622073,129044,1404405,DEMOCRAT,8,0,8,4432.308,34.1682185,-111.930907
2000,ARIZONA,AZ,4,"GORE, AL",685341,"BUSH, GEORGE W.",781652,65023,1532016,REPUBLICAN,0,8,8,5160.586,34.1682185,-111.930907
2004,ARIZONA,AZ,4,"KERRY, JOHN",893524,"BUSH, GEORGE W.",1104294,14767,2012585,REPUBLICAN,0,10,10,5652.404,34.1682185,-111.930907
2008,ARIZONA,AZ,4,"OBAMA, BARACK H.",1034707,"MCCAIN, JOHN",1230111,28657,2293475,REPUBLICAN,0,10,10,6280.362,34.1682185,-111.930907
2012,ARIZONA,AZ,4,"OBAMA, BARACK H.",1025232,"ROMNEY, MITT",1233654,40368,2299254,REPUBLICAN,0,11,11,6556.344,34.1682185,-111.930907
2016,ARIZONA,AZ,4,"CLINTON, HILLARY",1161167,"TRUMP, DONALD J.",1252401,159597,2573165,REPUBLICAN,0,11,11,6944.767,34.1682185,-111.930907
2020,ARIZONA,AZ,4,"BIDEN, JOSEPH R. JR",1672143,"TRUMP, DONALD J.",1661686,53497,3387326,DEMOCRAT,11,0,11,7421.401,34.1682185,-111.930907
1976,ARKANSAS,AR,5,"CARTER, JIMMY",498604,"FORD, GERALD",267903,1028,767535,DEMOCRAT,6,0,6,2170.161,34.7519275,-92.1313784
1980,ARKANSAS,AR,5,"CARTER, JIMMY",398041,"REAGAN, RONALD",403164,36377,837582,REPUBLICAN,0,6,6,2288.738,34.7519275,-92.1313784
1984,ARKANSAS,AR,5,"MONDALE, WALTER",338646,"REAGAN, RONALD",534774,10986,884406,REPUBLICAN,0,6,6,2319.768,34.7519275,-92.1313784
1988,ARKANSAS,AR,5,"DUKAKIS, MICHAEL",349237,"BUSH, GEORGE H.W.",466578,11923,827738,REPUBLICAN,0,6,6,2342.656,34.7519275,-92.1313784
1992,ARKANSAS,AR,5,"CLINTON, BILL",505823,"BUSH, GEORGE H.W.",337324,107506,950653,DEMOCRAT,6,0,6,2394.098,34.7519275,-92.1313784
1996,ARKANSAS,AR,5,"CLINTON, BILL",475171,"DOLE, ROBERT",325416,83675,884262,DEMOCRAT,6,0,6,2504.858,34.7519275,-92.1313784
2000,ARKANSAS,AR,5,"GORE, AL",422768,"BUSH, GEORGE W.",472940,26073,921781,REPUBLICAN,0,6,6,2678.588,34.7519275,-92.1313784
2004,ARKANSAS,AR,5,"KERRY, JOHN",469953,"BUSH, GEORGE W.",572898,12094,1054945,REPUBLICAN,0,6,6,2749.686,34.7519275,-92.1313784
2008,ARKANSAS,AR,5,"OBAMA, BARACK H.",422310,"MCCAIN, JOHN",638017,26290,1086617,REPUBLICAN,0,6,6,2874.554,34.7519275,-92.1313784
2012,ARKANSAS,AR,5,"OBAMA, BARACK H.",394409,"ROMNEY, MITT",647744,27315,1069468,REPUBLICAN,0,6,6,2952.876,34.7519275,-92.1313784
2016,ARKANSAS,AR,5,"CLINTON, HILLARY",380494,"TRUMP, DONALD J.",684872,65269,1130635,REPUBLICAN,0,6,6,2991.815,34.7519275,-92.1313784
2020,ARKANSAS,AR,5,"BIDEN, JOSEPH R. JR",423932,"TRUMP, DONALD J.",760647,34490,1219069,REPUBLICAN,0,6,6,3030.522,34.7519275,-92.1313784
1976,CALIFORNIA,CA,6,"CARTER, JIMMY",3742284,"FORD, GERALD",3882244,179242,7803770,REPUBLICAN,0,45,45,21935.909,37.2718745,-119.2704153
1980,CALIFORNIA,CA,6,"CARTER, JIMMY",3082943,"REAGAN, RONALD",4522994,977001,8582938,REPUBLICAN,0,45,45,23800.8,37.2718745,-119.2704153
1984,CALIFORNIA,CA,6,"MONDALE, WALTER",3922519,"REAGAN, RONALD",5467009,115513,9505041,REPUBLICAN,0,47,47,25844.393,37.2718745,-119.2704153
1988,CALIFORNIA,CA,6,"DUKAKIS, MICHAEL",4702233,"BUSH, GEORGE H.W.",5054917,129915,9887065,REPUBLICAN,0,47,47,28464.249,37.2718745,-119.2704153
1992,CALIFORNIA,CA,6,"CLINTON, BILL",5121325,"BUSH, GEORGE H.W.",3630574,2379822,11131721,DEMOCRAT,54,0,54,30875.92,37.2718745,-119.2704153
1996,CALIFORNIA,CA,6,"CLINTON, BILL",5119835,"DOLE, ROBERT",3828381,1071253,10019469,DEMOCRAT,54,0,54,31780.829,37.2718745,-119.2704153
2000,CALIFORNIA,CA,6,"GORE, AL",5861203,"BUSH, GEORGE W.",4567429,537190,10965822,DEMOCRAT,54,0,54,33987.977,37.2718745,-119.2704153
2004,CALIFORNIA,CA,6,"KERRY, JOHN",6745485,"BUSH, GEORGE W.",5509826,166042,12421353,DEMOCRAT,55,0,55,35574.576,37.2718745,-119.2704153
2008,CALIFORNIA,CA,6,"OBAMA, BARACK H.",8274473,"MCCAIN, JOHN",5011781,275646,13561900,DEMOCRAT,55,0,55,36604.337,37.2718745,-119.2704153
2012,CALIFORNIA,CA,6,"OBAMA, BARACK H.",7854285,"ROMNEY, MITT",4839958,344304,13038547,DEMOCRAT,55,0,55,37944.551,37.2718745,-119.2704153
2016,CALIFORNIA,CA,6,"CLINTON, HILLARY",8753788,"TRUMP, DONALD J.",4483810,943997,14181595,DEMOCRAT,55,0,55,39149.186,37.2718745,-119.2704153
2020,CALIFORNIA,CA,6,"BIDEN, JOSEPH R. JR",11110250,"TRUMP, DONALD J.",6006429,384202,17500881,DEMOCRAT,55,0,55,39368.078,37.2718745,-119.2704153
1976,COLORADO,CO,8,"CARTER, JIMMY",460801,"FORD, GERALD",584278,36361,1081440,REPUBLICAN,0,7,7,2632.306,38.9979339,-105.550567
1980,COLORADO,CO,8,"CARTER, JIMMY",368009,"REAGAN, RONALD",652264,164177,1184450,REPUBLICAN,0,7,7,2908.803,38.9979339,-105.550567
1984,COLORADO,CO,8,"MONDALE, WALTER",454975,"REAGAN, RONALD",821817,18588,1295380,REPUBLICAN,0,8,8,3169.992,38.9979339,-105.550567
1988,COLORADO,CO,8,"DUKAKIS, MICHAEL",621453,"BUSH, GEORGE H.W.",728177,22764,1372394,REPUBLICAN,0,8,8,3262.281,38.9979339,-105.550567
1992,COLORADO,CO,8,"CLINTON, BILL",629681,"BUSH, GEORGE H.W.",562850,376649,1569180,DEMOCRAT,8,0,8,3459.995,38.9979339,-105.550567
1996,COLORADO,CO,8,"CLINTON, BILL",671152,"DOLE, ROBERT",691848,147702,1510702,REPUBLICAN,0,8,8,3812.716,38.9979339,-105.550567
2000,COLORADO,CO,8,"GORE, AL",738227,"BUSH, GEORGE W.",883748,119393,1741368,REPUBLICAN,0,8,8,4326.921,38.9979339,-105.550567
2004,COLORADO,CO,8,"KERRY, JOHN",1001732,"BUSH, GEORGE W.",1101255,26643,2129630,REPUBLICAN,0,9,9,4575.013,38.9979339,-105.550567
2008,COLORADO,CO,8,"OBAMA, BARACK H.",1288576,"MCCAIN, JOHN",1073589,39196,2401361,DEMOCRAT,9,0,9,4889.73,38.9979339,-105.550567
2012,COLORADO,CO,8,"OBAMA, BARACK H.",1323101,"ROMNEY, MITT",1185243,61172,2569516,DEMOCRAT,9,0,9,5193.66,38.9979339,-105.550567
2016,COLORADO,CO,8,"CLINTON, HILLARY",1338870,"TRUMP, DONALD J.",1202484,238866,2780220,DEMOCRAT,9,0,9,5543.844,38.9979339,-105.550567
2020,COLORADO,CO,8,"BIDEN, JOSEPH R. JR",1804352,"TRUMP, DONALD J.",1364607,111021,3279980,DEMOCRAT,9,0,9,5807.719,38.9979339,-105.550567
1976,CONNECTICUT,CT,9,"CARTER, JIMMY",647895,"FORD, GERALD",719261,19199,1386355,REPUBLICAN,0,8,8,3083.335,41.5187835,-72.757507
1980,CONNECTICUT,CT,9,"CARTER, JIMMY",541732,"REAGAN, RONALD",677210,187343,1406285,REPUBLICAN,0,8,8,3113.174,41.5187835,-72.757507
1984,CONNECTICUT,CT,9,"MONDALE, WALTER",569597,"REAGAN, RONALD",890877,6426,1466900,REPUBLICAN,0,8,8,3180.014,41.5187835,-72.757507
1988,CONNECTICUT,CT,9,"DUKAKIS, MICHAEL",676584,"BUSH, GEORGE H.W.",750241,16569,1443394,REPUBLICAN,0,8,8,3271.953,41.5187835,-72.757507
1992,CONNECTICUT,CT,9,"CLINTON, BILL",682318,"BUSH, GEORGE H.W.",578313,355525,1616156,DEMOCRAT,8,0,8,3274.997,41.5187835,-72.757507
1996,CONNECTICUT,CT,9,"CLINTON, BILL",735740,"DOLE, ROBERT",483109,173765,1392614,DEMOCRAT,8,0,8,3267.03,41.5187835,-72.757507
2000,CONNECTICUT,CT,9,"GORE, AL",816015,"BUSH, GEORGE W.",561094,82416,1459525,DEMOCRAT,8,0,8,3411.777,41.5187835,-72.757507
2004,CONNECTICUT,CT,9,"KERRY, JOHN",857488,"BUSH, GEORGE W.",693826,27455,1578769,DEMOCRAT,7,0,7,3496.094,41.5187835,-72.757507
2008,CONNECTICUT,CT,9,"OBAMA, BARACK H.",997772,"MCCAIN, JOHN",629428,19592,1646792,DEMOCRAT,7,0,7,3545.579,41.5187835,-72.757507
2012,CONNECTICUT,CT,9,"OBAMA, BARACK H.",905083,"ROMNEY, MITT",634892,18229,1558204,DEMOCRAT,7,0,7,3595.211,41.5187835,-72.757507
2016,CONNECTICUT,CT,9,"CLINTON, HILLARY",897572,"TRUMP, DONALD J.",673215,74133,1644920,DEMOCRAT,7,0,7,3579.83,41.5187835,-72.757507
2020,CONNECTICUT,CT,9,"BIDEN, JOSEPH R. JR",1080831,"TRUMP, DONALD J.",714717,28309,1823857,DEMOCRAT,7,0,7,3557.006,41.5187835,-72.757507
1976,DELAWARE,DE,10,"CARTER, JIMMY",122461,"FORD, GERALD",109780,3401,235642,DEMOCRAT,3,0,3,590.166,39.145251,-75.4189206
1980,DELAWARE,DE,10,"CARTER, JIMMY",105754,"REAGAN, RONALD",111252,18662,235668,REPUBLICAN,0,3,3,594.919,39.145251,-75.4189206
1984,DELAWARE,DE,10,"MONDALE, WALTER",101656,"REAGAN, RONALD",152190,726,254572,REPUBLICAN,0,3,3,611.565,39.145251,-75.4189206
1988,DELAWARE,DE,10,"DUKAKIS, MICHAEL",108647,"BUSH, GEORGE H.W.",139639,1605,249891,REPUBLICAN,0,3,3,647.622,39.145251,-75.4189206
1992,DELAWARE,DE,10,"CLINTON, BILL",126054,"BUSH, GEORGE H.W.",102313,61253,289620,DEMOCRAT,3,0,3,690.158,39.145251,-75.4189206
1996,DELAWARE,DE,10,"CLINTON, BILL",140355,"DOLE, ROBERT",99062,31393,270810,DEMOCRAT,3,0,3,727.09,39.145251,-75.4189206
2000,DELAWARE,DE,10,"GORE, AL",180068,"BUSH, GEORGE W.",137288,10173,327529,DEMOCRAT,3,0,3,786.373,39.145251,-75.4189206
2004,DELAWARE,DE,10,"KERRY, JOHN",200152,"BUSH, GEORGE W.",171660,3378,375190,DEMOCRAT,3,0,3,830.803,39.145251,-75.4189206
2008,DELAWARE,DE,10,"OBAMA, BARACK H.",255459,"MCCAIN, JOHN",152374,4579,412412,DEMOCRAT,3,0,3,883.874,39.145251,-75.4189206
2012,DELAWARE,DE,10,"OBAMA, BARACK H.",242584,"ROMNEY, MITT",165484,5822,413890,DEMOCRAT,3,0,3,915.518,39.145251,-75.4189206
2016,DELAWARE,DE,10,"CLINTON, HILLARY",235603,"TRUMP, DONALD J.",185127,20860,441590,DEMOCRAT,3,0,3,949.989,39.145251,-75.4189206
2020,DELAWARE,DE,10,"BIDEN, JOSEPH R. JR",296268,"TRUMP, DONALD J.",200603,7475,504346,DEMOCRAT,3,0,3,986.809,39.145251,-75.4189206
1976,DISTRICT OF COLUMBIA,DC,11,"CARTER, JIMMY",137818,"FORD, GERALD",27873,3139,168830,DEMOCRAT,3,0,3,692.295,38.8993487,-77.0145666
1980,DISTRICT OF COLUMBIA,DC,11,"CARTER, JIMMY",130231,"REAGAN, RONALD",23313,20345,173889,DEMOCRAT,3,0,3,638.284,38.8993487,-77.0145666
1984,DISTRICT OF COLUMBIA,DC,11,"MONDALE, WALTER",180408,"REAGAN, RONALD",29009,1871,211288,DEMOCRAT,3,0,3,633.382,38.8993487,-77.0145666
1988,DISTRICT OF COLUMBIA,DC,11,"DUKAKIS, MICHAEL",159407,"BUSH, GEORGE H.W.",27590,5880,192877,DEMOCRAT,3,0,3,630.432,38.8993487,-77.0145666
1992,DISTRICT OF COLUMBIA,DC,11,"CLINTON, BILL",192619,"BUSH, GEORGE H.W.",20698,14255,227572,DEMOCRAT,3,0,3,584.183,38.8993487,-77.0145666
1996,DISTRICT OF COLUMBIA,DC,11,"CLINTON, BILL",158220,"DOLE, ROBERT",17339,10167,185726,DEMOCRAT,3,0,3,538.273,38.8993487,-77.0145666
2000,DISTRICT OF COLUMBIA,DC,11,"GORE, AL",171923,"BUSH, GEORGE W.",18073,11898,201894,DEMOCRAT,3,0,3,572.046,38.8993487,-77.0145666
2004,DISTRICT OF COLUMBIA,DC,11,"KERRY, JOHN",202970,"BUSH, GEORGE W.",21256,3360,227586,DEMOCRAT,3,0,3,567.754,38.8993487,-77.0145666
2008,DISTRICT OF COLUMBIA,DC,11,"OBAMA, BARACK H.",245800,"MCCAIN, JOHN",17367,2686,265853,DEMOCRAT,3,0,3,580.236,38.8993487,-77.0145666
2012,DISTRICT OF COLUMBIA,DC,11,"OBAMA, BARACK H.",267070,"ROMNEY, MITT",21381,5313,293764,DEMOCRAT,3,0,3,635.737,38.8993487,-77.0145666
2016,DISTRICT OF COLUMBIA,DC,11,"CLINTON, HILLARY",282830,"TRUMP, DONALD J.",12723,17022,312575,DEMOCRAT,3,0,3,687.576,38.8993487,-77.0145666
2020,DISTRICT OF COLUMBIA,DC,11,"BIDEN, JOSEPH R. JR",317323,"TRUMP, DONALD J.",18586,8447,344356,DEMOCRAT,3,0,3,712.816,38.8993487,-77.0145666
1976,FLORIDA,FL,12,"CARTER, JIMMY",1636000,"FORD, GERALD",1469531,45100,3150631,DEMOCRAT,17,0,17,8667.379,27.9757279,-83.8330166
1980,FLORIDA,FL,12,"CARTER, JIMMY",1419475,"REAGAN, RONALD",2046951,220501,3686927,REPUBLICAN,0,17,17,9839.835,27.9757279,-83.8330166
1984,FLORIDA,FL,12,"MONDALE, WALTER",1448816,"REAGAN, RONALD",2730350,885,4180051,REPUBLICAN,0,21,21,11039.925,27.9757279,-83.8330166
1988,FLORIDA,FL,12,"DUKAKIS, MICHAEL",1656701,"BUSH, GEORGE H.W.",2618885,26727,4302313,REPUBLICAN,0,21,21,12306.395,27.9757279,-83.8330166
1992,FLORIDA,FL,12,"CLINTON, BILL",2071698,"BUSH, GEORGE H.W.",2173310,1068384,5313392,REPUBLICAN,0,25,25,13504.775,27.9757279,-83.8330166
1996,FLORIDA,FL,12,"CLINTON, BILL",2546870,"DOLE, ROBERT",2244536,511748,5303154,DEMOCRAT,25,0,25,14426.911,27.9757279,-83.8330166
2000,FLORIDA,FL,12,"GORE, AL",2912253,"BUSH, GEORGE W.",2912790,138067,5963110,REPUBLICAN,0,25,25,16047.515,27.9757279,-83.8330166
2004,FLORIDA,FL,12,"KERRY, JOHN",3583544,"BUSH, GEORGE W.",3964522,61744,7609810,REPUBLICAN,0,27,27,17415.318,27.9757279,-83.8330166
2008,FLORIDA,FL,12,"OBAMA, BARACK H.",4282074,"MCCAIN, JOHN",4045624,63046,8390744,DEMOCRAT,27,0,27,18527.305,27.9757279,-83.8330166
2012,FLORIDA,FL,12,"OBAMA, BARACK H.",4237756,"ROMNEY, MITT",4163447,72976,8474179,DEMOCRAT,29,0,29,19302.016,27.9757279,-83.8330166
2016,FLORIDA,FL,12,"CLINTON, HILLARY",4504975,"TRUMP, DONALD J.",4617886,297178,9420039,REPUBLICAN,0,29,29,20627.237,27.9757279,-83.8330166
2020,FLORIDA,FL,12,"BIDEN, JOSEPH R. JR",5297045,"TRUMP, DONALD J.",5668731,101680,11067456,REPUBLICAN,0,29,29,21733.312,27.9757279,-83.8330166
1976,GEORGIA,GA,13,"CARTER, JIMMY",979409,"FORD, GERALD",483743,0,1463152,DEMOCRAT,12,0,12,5132.812,32.6781248,-83.2229757
